age_group,id,abundance,table2_taxon,profile_taxon,model_species_id,species_label,diet,growth_rate,grows_in_diet,growth_rate_full_access,grows_full_access,nongrowing_due_to_competition_or_diet,lysine_contribution_abs_flux,butyrate_contribution_abs_flux,shown_in_growth_figure,rank_lysine_within_panel,rank_butyrate_within_panel
21_40,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.758946128170579,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,high_fiber,1.4093077197198902,True,28.058684892853886,True,False,3000.002545350673,0.0,True,1,1
21_40,Bacteroides_dorei_DSM_17855_AGORA1_03,0.0600712753062858,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,high_fiber,0.1571514224375515,True,2.2214166525711367,True,False,2316.9621584826027,0.0,True,2,1
21_40,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.0535555160951337,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,high_fiber,0.1439636336385117,True,1.9804383150694695,True,False,14.800411867849185,0.0,True,3,1
21_40,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0866557943619675,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,high_fiber,0.2269113591369554,True,3.2045622647018073,True,False,11.560357821326134,0.0,True,4,1
21_40,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0047107290527785,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides xylanisolvens,high_fiber,0.0133458556292132,True,0.1776392160100909,True,False,0.0049366853806684,0.0,True,5,1
21_40,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0169566753726621,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,high_fiber,0.04536233363945,True,0.6270535894776977,True,False,0.0026389991218086,0.0,True,6,1
21_40,Alistipes_shahii_WAL_8301_AGORA1_03,0.0191038816405932,Alistipes shahii,s__Alistipes_shahii,Alistipes_shahii_WAL_8301_AGORA1_03,Alistipes shahii,high_fiber,0.0502465640927952,True,0.7064551671849957,True,False,0.0025134336290498,0.0,True,7,1
21_40,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.758946128170579,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,western,1.5775931117433586,True,28.058684892853886,True,False,2999.7758360612092,0.0,True,1,1
21_40,Bacteroides_dorei_DSM_17855_AGORA1_03,0.0600712753062858,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,western,0.1737636820910512,True,2.2214166525711367,True,False,2406.9063771406354,0.0,True,2,1
21_40,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.0535555160951337,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,western,0.1582574115010112,True,1.9804383150694695,True,False,14.006060139922901,0.0,True,3,1
21_40,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0866557943619675,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,western,0.2513103564097569,True,3.2045622647018073,True,False,11.56255678600203,0.0,True,4,1
21_40,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0047107290527785,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides xylanisolvens,western,0.0148092776960422,True,0.1776392160100909,True,False,0.0054780110568768,0.0,True,5,1
21_40,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0169566753726621,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,western,0.0497389361345239,True,0.6270535894776977,True,False,0.002893612348562,0.0,True,6,1
21_40,Alistipes_shahii_WAL_8301_AGORA1_03,0.0191038816405932,Alistipes shahii,s__Alistipes_shahii,Alistipes_shahii_WAL_8301_AGORA1_03,Alistipes shahii,western,0.0561309861422674,True,0.7064551671849957,True,False,0.0028077841888084,0.0,True,7,1
41_60,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.6235721227371609,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,high_fiber,1.6079698294490723,True,34.656066372060806,True,False,2969.7043698374546,0.0,True,1,1
41_60,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0344135169194661,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,high_fiber,0.1073036444378507,True,1.9126174951834345,True,False,2468.4325139683583,0.0,True,2,1
41_60,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.1470087604426173,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,high_fiber,0.4486992367250395,True,8.170383797644496,True,False,5.456160149756792,0.0,True,3,1
41_60,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.1467262915380531,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,high_fiber,0.4490790527711514,True,8.154687352680982,True,False,0.08305806896813,0.0,True,4,1
41_60,Bacteroides_dorei_DSM_17855_AGORA1_03,0.0482793083627024,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,high_fiber,0.1499518738050568,True,2.683246367850401,True,False,0.0174472004209656,0.0,True,5,1
41_60,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.6235721227371609,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,western,1.8036689056267972,True,34.656066372060806,True,False,2964.116627386771,0.0,True,1,1
41_60,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0344135169194661,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,western,0.1178922682878079,True,1.9126174951834345,True,False,28.86621882688975,0.0,True,2,1
41_60,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.1470087604426173,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,western,0.4948161686955794,True,8.170383797644496,True,False,5.1709361461639585,0.0,True,3,1
41_60,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.1467262915380531,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,western,0.4959887193762354,True,8.154687352680982,True,False,0.0917341056260734,0.0,True,4,1
41_60,Bacteroides_dorei_DSM_17855_AGORA1_03,0.0482793083627024,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,western,0.1646999734957666,True,2.683246367850401,True,False,0.0191631713161792,0.0,True,5,1
61_70,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.8049498195994165,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,high_fiber,1.1950788919595272,True,25.872444549874302,True,False,3000.0,0.0,True,1,1
61_70,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.017653918759245,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,high_fiber,0.0397966161979777,True,0.5674653400441229,True,False,1846.1156156396705,0.0,True,2,1
61_70,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.0504197179075042,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,high_fiber,0.1116184582340976,True,1.62094796786907,True,False,16.466395142933983,0.0,True,3,1
61_70,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0937346039002896,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,high_fiber,0.2014017804525826,True,3.0130412424771156,True,False,10.686825497019342,0.0,True,4,1
61_70,Bacteroides_dorei_DSM_17855_AGORA1_03,0.0332419398335446,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,high_fiber,0.0725248039920202,True,1.068526775861392,True,False,0.0084384059940792,0.0,True,5,1
61_70,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.8049498195994165,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,western,1.3496475606772718,True,25.872444549874302,True,False,3000.0000000000005,0.0,True,1,1
61_70,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.0504197179075042,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,western,0.1268581492016043,True,1.62094796786907,True,False,15.644464487488145,0.0,True,2,1
61_70,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0937346039002896,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,western,0.229581644050843,True,3.0130412424771156,True,False,10.689404907488091,0.0,True,3,1
61_70,Bacteroides_dorei_DSM_17855_AGORA1_03,0.0332419398335446,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,western,0.0823912315712476,True,1.068526775861392,True,False,0.0095863845757776,0.0,True,4,1
61_70,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.017653918759245,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,western,0.0446430162430093,True,0.5674653400441229,True,False,0.0025971521129532,0.0,True,5,1
71_80,Bacteroides_dorei_DSM_17855_AGORA1_03,0.1123106399263329,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,high_fiber,0.4853374007977796,True,12.778650470775002,True,False,2883.2522141432687,0.0,True,1,2
71_80,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.2370810988590241,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,high_fiber,1.0245239068805687,True,26.975471485537,True,False,2697.525339811289,93.21450656401908,True,2,1
71_80,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0068372238458228,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides xylanisolvens,high_fiber,0.030560269264373,True,0.7779360431382543,True,False,299.6838219689603,0.0,True,3,2
71_80,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.1380956664475209,Alistipes onderdonkii,s__Alistipes_onderdonkii,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes onderdonkii,high_fiber,0.5967633650277573,True,15.712458767526837,True,False,7.256282497182546,0.0,True,4,2
71_80,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.4488024582035857,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,high_fiber,1.9394446584903453,True,51.06452601638642,True,False,0.8967604211927654,0.0,True,5,2
71_80,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.043430149383662,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,high_fiber,0.1876778424685331,True,4.941461353888631,True,False,0.06942278464048,0.0,True,6,2
71_80,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.0134427633340513,Klebsiella pneumoniae,s__Klebsiella_pneumoniae,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella pneumoniae,high_fiber,0.0596478328403401,True,1.529489792839421,True,False,0.027579964948716,0.0,True,7,2
71_80,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.2370810988590241,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,western,1.1537080598139708,True,26.975471485537,True,False,2624.8630822061746,75.16925416572963,True,1,1
71_80,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.1380956664475209,Alistipes onderdonkii,s__Alistipes_onderdonkii,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes onderdonkii,western,0.6720141198540165,True,15.712458767526837,True,False,7.2581645938115065,0.0,True,2,2
71_80,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.4488024582035857,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,western,2.1840034362591663,True,51.06452601638642,True,False,1.009839508857513,0.0,True,3,2
71_80,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.043430149383662,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,western,0.2113438288619818,True,4.941461353888631,True,False,0.0781769276713624,0.0,True,4,2
71_80,Bacteroides_dorei_DSM_17855_AGORA1_03,0.1123106399263329,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,western,0.5465365581808359,True,12.778650470775002,True,False,0.0635906216174564,0.0,True,5,2
71_80,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.0134427633340513,Klebsiella pneumoniae,s__Klebsiella_pneumoniae,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella pneumoniae,western,0.0687393016337517,True,1.529489792839421,True,False,0.031783678289414,0.0,True,6,2
71_80,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0068372238458228,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides xylanisolvens,western,0.0343038426019817,True,0.7779360431382543,True,False,0.0126891285938432,0.0,True,7,2
81_plus,Bacteroides_dorei_DSM_17855_AGORA1_03,0.1298087451709459,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,high_fiber,1.224218923003351,True,23.18982048633058,True,False,2858.479368775994,0.0,True,1,1
81_plus,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.2119676857812636,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,high_fiber,1.9990556493944789,True,37.865523648829395,True,False,2718.488779310442,0.0,True,2,1
81_plus,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.0748348746955007,Alistipes onderdonkii,s__Alistipes_onderdonkii,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes onderdonkii,high_fiber,0.7057634524726291,True,13.368959085502675,True,False,13.30955016279811,0.0,True,3,1
81_plus,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.2925078243286016,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,high_fiber,2.758624653403492,True,52.255357215164445,True,False,1.2755328672407065,0.0,True,4,1
81_plus,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0599625684405712,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,high_fiber,0.5655035697090417,True,10.712084814031888,True,False,0.2091820324496532,0.0,True,5,1
81_plus,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.0310327184401486,Klebsiella pneumoniae,s__Klebsiella_pneumoniae,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella pneumoniae,high_fiber,0.2926678009931625,True,5.543871473201597,True,False,0.135323737823218,0.0,True,6,1
81_plus,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0351024294845758,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides xylanisolvens,high_fiber,0.3310488858845388,True,6.270912221516535,True,False,0.1224563070842344,0.0,True,7,1
81_plus,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.1365394735762943,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,high_fiber,1.287696927617431,True,24.392238178413187,True,False,0.0749130564610716,0.0,True,8,1
81_plus,Alistipes_shahii_WAL_8301_AGORA1_03,0.028243680082098,Alistipes shahii,s__Alistipes_shahii,Alistipes_shahii_WAL_8301_AGORA1_03,Alistipes shahii,high_fiber,0.2663645435651077,True,5.045622716703699,True,False,0.0133240871982138,0.0,True,9,1
81_plus,Bacteroides_dorei_DSM_17855_AGORA1_03,0.1298087451709459,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,western,1.2802126326101455,True,23.18982048633058,True,False,3000.0372388250576,0.0,True,1,2
81_plus,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.2119676857812636,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,western,2.0904670081734773,True,37.865523648829395,True,False,2548.1614560213366,37.835932284237515,True,2,1
81_plus,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.0748348746955007,Alistipes onderdonkii,s__Alistipes_onderdonkii,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes onderdonkii,western,0.7385108629384524,True,13.368959085502675,True,False,13.307128933929425,0.0,True,3,2
81_plus,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.2925078243286016,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,western,2.8847986339094573,True,52.255357215164445,True,False,1.3338731923470546,0.0,True,4,2
81_plus,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0599625684405712,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,western,0.5913682045699538,True,10.712084814031888,True,False,0.218749464343244,0.0,True,5,2
81_plus,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.0310327184401486,Klebsiella pneumoniae,s__Klebsiella_pneumoniae,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella pneumoniae,western,0.3060537249160992,True,5.543871473201597,True,False,0.14151312132670552,0.0,True,6,2
81_plus,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0351024294845758,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides xylanisolvens,western,0.3461863141977541,True,6.270912221516535,True,False,0.128055702367006,0.0,True,7,2
81_plus,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.1365394735762943,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,western,1.3465839956483536,True,24.392238178413187,True,False,0.0783388705308386,0.0,True,8,2
81_plus,Alistipes_shahii_WAL_8301_AGORA1_03,0.028243680082098,Alistipes shahii,s__Alistipes_shahii,Alistipes_shahii_WAL_8301_AGORA1_03,Alistipes shahii,western,0.2785475384523569,True,5.045622716703699,True,False,0.0139335049684638,0.0,True,9,2
